10000 100000
4797 2613 5
403 334 2
7682 7379 7
772 2528 7
6181 2673 8
1825 5433 8
5223 6810 5
7616 9612 6
6367 1246 7
3068 9985 10
3054 5632 4
5594 7713 9
6696 3913 7
3702 7723 9
9259 2190 5
3054 8364 1
2220 3003 10
4206 6882 3
4786 8378 7
7729 1768 1
6485 857 7
5130 5722 3
309 1170 2
8371 5966 1
2622 2319 5
8287 2259 5
4986 4540 3
901 7712 9
5056 3091 10
5809 3279 5
3008 328 3
9477 3558 6
1213 902 1
3933 9614 2
4184 7823 9
8618 7666 6
7001 739 6
5133 4107 6
5178 8439 4
8906 7827 8
7122 1119 5
4035 6876 8
4058 9051 6
6276 3581 1
257 5673 7
7963 7326 7
2367 1985 5
4608 2043 3
7244 7724 3
8659 2676 3
4190 4119 1
7897 8939 2
7474 6569 9
7051 2947 7
1839 6307 2
1678 1187 2
376 5611 6
3478 9288 9
1659 9082 4
3766 6163 1
4736 3805 2
9363 8742 10
5574 8299 5
798 2844 8
9655 847 4
2907 3224 1
8979 3129 3
2638 2843 3
8874 5095 10
3065 6413 5
7431 4685 2
3220 8579 1
7240 4583 9
7478 7778 9
5526 7788 5
255 6996 9
7231 7317 10
4289 2353 8
6945 4079 4
8576 7266 10
4610 2419 1
5016 1773 9
9875 1333 1
8685 7930 1
4217 5483 6
1775 958 5
7890 5954 1
429 5837 10
1794 8829 1
8918 6981 8
5097 7974 4
2143 2007 3
5108 7777 6
886 4206 5
6450 1016 5
3771 398 5
8384 4448 5
6956 4544 9
3905 1085 5
1470 1521 9
3335 1635 5
1188 6615 5
5634 686 1
3346 2150 2
506 9543 2
6324 4253 2
573 154 3
4735 803 1
5696 6999 8
1076 8836 1
7088 2224 5
892 6600 5
1077 5417 10
1733 315 7
3822 9263 8
7634 9768 2
7325 7572 4
2549 2244 10
8119 2061 9
3977 3473 10
4363 4450 3
3232 6968 4
5919 6339 5
1289 5412 6
3328 3383 4
8761 1736 1
7965 8854 10
5799 7708 2
4666 783 8
8766 9143 2
3526 959 10
4792 8373 9
329 8226 10
7291 5955 1
8528 8880 6
9467 44 5
3392 7771 8
3519 4787 8
7130 9891 5
2854 733 1
7575 5294 2
4604 1684 1
1427 7381 8
2725 197 3
2398 6482 3
8508 5185 4
3204 6167 2
6348 6283 2
9664 2296 2
9065 1997 6
2980 5591 5
4482 1069 6
9043 9992 7
5584 4982 8
206 9862 5
7217 9113 7
6461 852 6
7812 3750 4
4382 8936 10
8954 8950 4
9944 9261 6
1682 9995 9
6476 4749 3
1054 5465 10
5097 9469 8
781 605 5
5315 5706 9
3555 4768 9
1785 439 1
6338 4888 2
3109 7229 2
6282 8525 8
7846 6907 4
4414 9270 10
6249 4397 3
4624 3604 8
2758 9039 10
4663 6559 2
5107 2973 9
8436 952 10
2674 6376 8
717 4918 8
2215 5998 9
1032 6599 7
9371 9940 4
5657 9736 7
7284 7528 9
1158 4377 5
9686 2246 10
5321 7944 1
5931 5062 6
1393 3521 6
6119 1952 2
3878 3614 10
2099 2927 7
1806 8917 3
4245 4631 1
6186 6452 10
1406 6096 5
1661 1671 4
1305 6968 6
41 6454 10
8494 491 10
2330 5498 4
4844 662 1
8604 3365 9
481 1425 6
2195 3847 1
8734 6187 8
5931 3257 3
2315 136 7
5194 4902 8
2032 364 4
534 1245 1
1651 6722 10
1186 4639 8
7182 8484 6
288 6421 10
2956 3180 9
8363 1929 7
5831 3977 5
139 4067 10
2515 9605 4
7563 6090 2
6300 8724 6
3198 9176 8
9475 2227 7
7462 9082 3
8323 4294 9
117 7717 9
4187 5317 8
9935 5769 9
5100 2331 5
5932 187 7
8766 8886 4
6091 731 9
6568 9927 5
784 3552 3
9281 4346 9
5491 8029 6
3480 8108 10
8924 2542 5
266 3143 3
7468 1536 7
9541 2645 6
6353 3961 9
6086 2876 4
4512 5846 4
5018 7965 3
6305 7914 10
7463 1953 10
4264 8594 10
4830 874 5
7451 3549 2
7701 3161 9
1180 54 8
2770 8247 4
6374 4732 2
2244 8274 5
3103 457 6
7016 6132 5
6777 5171 3
4276 3614 4
3971 4072 4
3219 4356 7
6929 6252 1
3455 6223 2
1289 4571 8
8318 4409 2
755 6433 1
6817 4258 6
4822 7042 1
5979 1451 5
2606 3432 6
5720 6340 1
6062 4540 9
4176 1511 10
8885 8662 2
6941 8011 6
8663 6209 5
6307 5477 7
3201 1455 9
1099 1297 6
499 212 1
6904 4705 1
1735 7169 2
6716 3614 9
9902 3762 9
719 6479 4
4226 7089 3
6172 3889 6
6290 3609 8
8348 5396 6
5846 8746 5
8133 533 2
2461 3889 10
7230 2119 6
8589 3092 9
320 1781 9
4188 8114 2
1686 9333 9
2646 3818 9
7355 1496 5
1728 1125 3
3921 1699 7
6405 3154 2
9453 6454 2
1147 2366 9
1966 9969 2
2601 6088 5
5466 2468 3
6438 9116 8
9373 4603 10
9287 7097 7
17 3586 1
6561 4693 2
6953 510 1
9622 7289 2
9121 6583 5
833 257 8
3699 4024 9
3080 6709 6
4578 6984 10
6237 721 9
5218 4423 3
4814 6027 5
7647 4851 5
8795 6331 6
5284 4939 6
619 6259 10
6127 1429 3
2459 3535 5
4196 8702 5
9709 5536 6
9109 7545 8
6556 186 2
6389 2968 5
8165 5089 6
8288 7497 2
5811 4138 10
9787 4448 7
9113 1881 3
4051 1026 2
3398 3383 8
2563 7313 6
136 7431 1
5204 1998 4
5753 4376 5
6742 4377 2
1472 763 10
3002 2376 5
4859 3545 1
2112 3542 3
6278 2027 5
2274 2808 10
1061 3063 7
2415 5779 7
5223 5656 9
1412 7458 9
6698 4612 3
7400 1823 9
3149 4580 2
5961 5109 8
953 8036 2
3393 5004 5
1965 7235 8
1347 8382 1
5434 1170 1
246 7725 7
5310 6789 4
9238 7205 10
5753 3093 4
7970 8562 9
7557 9862 4
6239 176 4
1436 9710 1
3276 8830 8
5173 4267 3
2089 3884 2
6081 1540 9
1936 9725 6
471 1601 2
310 4176 4
2685 1200 1
8372 2707 1
4413 5525 9
9608 1824 4
6610 1120 6
4807 590 7
9413 7984 5
3737 2636 4
6551 7822 9
1852 2109 10
4732 766 3
4017 8994 8
947 7768 7
5906 6610 2
2063 6062 10
3169 8695 2
4902 5692 7
5320 9190 6
1290 9037 7
7154 302 9
9161 71 8
440 5330 5
6958 9377 6
4956 9897 3
3027 433 9
8135 7291 3
3917 2298 9
7138 9259 5
9071 4675 6
6059 8920 6
8422 5993 10
6744 8152 5
3197 5430 1
194 5838 10
8841 9456 6
1947 4086 3
749 469 6
5084 1980 4
773 5771 10
3803 6356 10
2949 3632 2
5607 9869 3
9055 7724 9
9868 2070 4
3515 2210 4
4153 8966 6
5321 9505 5
6524 120 6
9910 8564 10
5797 7792 3
8652 9410 9
8805 6617 4
8522 7161 8
2934 9306 2
2730 1482 2
5389 5236 3
3819 560 8
7005 5588 10
2991 650 9
9969 602 4
1905 6188 6
2061 1896 5
8472 5755 7
2552 6906 5
9569 857 8
5555 1728 2
7538 2801 1
9891 4186 5
5767 6677 10
7097 7536 6
4063 5044 3
6355 1406 5
3672 4021 10
7567 1738 5
4342 6329 2
5095 4034 4
5830 5429 7
5899 6901 4
421 6353 5
4389 2677 9
8846 7010 4
2931 7385 7
952 388 1
9081 2954 1
256 312 7
773 9287 2
1212 4708 5
646 6650 4
3154 4071 9
704 5295 5
2623 2451 6
4457 6641 10
6811 1253 7
3824 5374 3
6471 2291 2
2943 6093 8
8490 6684 10
9302 9481 10
8345 2055 2
6049 957 2
2526 9821 5
3354 4752 10
8592 6965 10
4371 3131 3
2891 3709 7
916 427 10
5401 670 5
1327 1493 8
8040 2290 10
1131 7203 9
7900 7844 4
1726 4845 2
486 3963 2
5063 741 3
8045 7768 4
3584 9413 1
9485 5194 8
372 249 10
790 7137 10
4460 8904 9
3229 8341 7
3684 26 10
5952 4455 7
1585 4469 1
4946 9532 1
2415 4860 5
7860 3727 4
3132 4508 1
8370 7124 10
9379 2145 10
9330 3178 8
6942 8812 8
9436 7894 3
4355 4667 2
886 2331 4
1435 4449 9
5202 5484 6
9122 3996 6
9180 5147 2
2803 7692 10
4170 9214 5
9290 3376 10
2949 3481 8
4917 9375 3
8275 5835 9
9764 5418 7
8647 5396 6
3455 7867 8
6622 2256 8
5621 7240 7
7100 8620 5
3216 892 7
4543 722 5
7710 9678 10
2428 6571 7
1602 890 4
1039 8420 7
6447 4949 9
4946 6659 6
1355 767 5
6823 9547 3
7561 4375 9
9381 1168 9
2473 9607 10
8967 363 4
2169 8988 7
7062 3739 9
1556 6161 9
5234 5136 9
6806 2553 2
9588 5763 6
9016 3694 7
1253 1982 9
8546 5601 1
8241 8500 8
4966 8177 8
568 7850 6
7297 3383 9
3245 5095 10
194 9326 10
6411 4818 4
6721 2342 1
2386 5876 8
6196 1294 8
745 755 10
8711 6021 6
2777 1191 2
9061 4159 3
7334 8506 1
7942 2185 7
9351 5970 2
1791 8940 6
443 2288 1
5167 2495 1
8004 7305 10
9578 3003 9
114 4857 3
2603 5383 3
7122 8790 5
8128 1831 4
686 3916 7
3510 9402 1
9912 3898 1
1868 3877 9
8435 7202 6
3964 701 1
6068 5043 9
1783 201 7
6806 5535 3
7884 537 8
2640 5868 2
980 4054 1
5096 3541 7
9688 971 7
845 5134 3
3235 7986 4
6073 6522 9
9613 3349 4
1571 884 1
5284 9225 7
164 6100 4
8678 8906 10
585 4132 6
2198 6990 7
8761 5902 7
5993 5917 7
8328 665 10
9034 3149 5
6052 177 10
1851 4988 10
1008 9828 5
262 1150 2
1937 5010 4
9659 3566 2
6754 4616 2
6589 1272 4
8818 4817 7
9225 4277 3
843 8013 8
4607 8854 9
6938 6986 9
5199 732 2
8067 405 6
2759 1436 1
3413 6099 2
2293 501 1
6900 1915 3
3087 9479 4
6633 5173 9
738 6920 7
1456 2097 5
3482 8506 1
9371 4507 10
8616 6276 1
970 649 4
9125 746 1
6573 9626 9
8657 584 9
1153 4149 10
8050 2600 6
2790 8342 8
4317 8804 1
3326 5131 9
6821 5835 3
6516 5282 2
3137 6068 7
5580 243 5
2995 4751 3
6836 5304 6
8187 8458 9
9472 8679 9
2940 3750 3
5339 3938 4
1301 3530 2
8894 4431 2
1170 2460 10
1907 9584 4
4101 7207 1
5904 2599 3
6794 7344 3
2426 7782 1
7231 369 6
412 1540 7
3834 3292 8
9364 5105 9
8710 9967 2
9809 4070 9
7178 9249 1
4197 9809 5
7203 6379 10
696 2232 10
9992 2434 1
815 4328 3
4804 5101 10
3258 7000 3
9399 8068 9
7608 9054 10
1474 7231 7
4302 2351 8
9756 2635 10
3785 4497 3
2132 1625 4
7083 5587 10
6972 3146 3
5233 4510 9
6429 9210 2
3952 4613 1
501 900 9
3622 7205 6
8293 4555 3
8085 286 3
3434 4145 6
4162 3741 9
5932 2629 5
4140 8093 2
1747 8160 9
1629 8065 8
9125 3289 7
4358 228 4
2818 8415 1
8040 7776 7
1061 3879 6
5580 2081 10
3595 4942 1
286 5248 2
2642 5829 5
1019 7564 8
4408 352 7
7772 7378 5
4097 298 5
8992 7781 10
398 4852 9
2606 9895 7
5204 9044 2
8617 7842 7
5978 508 6
5456 7193 2
3286 8343 8
2895 7984 4
7326 9215 8
9179 4652 10
5483 6660 4
6591 3258 10
5074 8734 4
9221 2401 5
6001 7002 1
2334 3001 3
8334 988 6
9629 5466 3
8873 46 10
6142 2075 6
7908 6033 10
286 5754 6
6659 6772 5
5365 1136 7
7179 6517 5
5284 7405 7
8845 4322 6
4457 4086 9
7722 367 9
7099 6509 5
2121 2009 6
4060 4649 6
283 4143 8
7114 6179 6
6366 2305 1
7437 6403 1
3649 1570 1
7082 8256 4
5394 2199 8
9683 8953 2
9728 6470 7
194 9897 6
8072 3835 7
1501 4742 5
6596 9635 5
2360 4088 9
8390 6832 7
6472 579 2
3926 7216 6
8945 4812 7
8010 2186 6
9523 4482 6
9137 3127 8
3027 5996 6
7691 4879 2
8793 9271 2
6340 3938 7
6057 4307 7
8090 5830 3
6287 2294 1
7916 7672 2
591 8934 8
8747 8339 10
2704 502 2
3243 3798 2
7607 4860 6
9474 3213 4
1039 6158 9
2571 7531 5
6331 9173 1
882 6616 1
4042 5915 7
7483 3842 4
3411 5676 3
705 8073 5
1473 1127 9
99 1689 4
7152 503 1
4803 3868 10
2800 5165 7
3659 369 5
9499 5574 6
2437 5949 4
3599 526 8
7768 2479 10
6993 1354 7
3567 8643 10
2058 238 1
4995 9087 9
920 8980 7
1538 1569 1
5579 5782 10
6858 1652 9
8303 6060 7
348 7357 9
2994 6211 5
8241 3682 5
1154 1771 3
7565 1393 3
8693 4637 8
2183 5906 8
9310 1776 3
2902 363 9
3533 9713 7
6091 8745 1
4802 4181 5
6985 7668 1
8727 9150 9
1962 1113 1
6654 8998 10
1477 5328 5
8646 3733 5
9051 3680 9
6408 7022 10
4073 6221 7
2490 3555 10
5629 8377 9
9170 6496 8
9692 5489 2
3167 3159 5
7473 748 6
2387 2421 4
6974 3699 9
5304 6123 10
9882 9780 10
1394 5910 10
2113 8370 6
2143 2750 3
4801 745 6
3976 9926 5
4407 4809 2
186 2093 2
6991 4342 7
8319 821 6
4658 5035 2
2169 337 7
4833 5219 2
8982 8441 7
7792 5492 10
8567 7379 1
7132 1437 2
9539 8289 7
6136 724 1
9141 6329 2
8066 1319 2
7304 1558 4
2386 6058 9
9664 7031 6
6270 2133 3
2785 7199 1
708 4722 4
610 7347 3
6509 271 8
2884 2551 2
2828 5661 7
8140 6602 6
173 614 1
3582 5090 6
2198 9534 2
1066 4261 4
6176 2989 8
9706 6401 8
270 6006 1
8303 2688 10
1023 6414 10
2365 6309 2
7740 9037 6
1052 3479 3
6148 8556 7
8141 225 4
512 9262 8
2065 2530 1
8820 7232 10
2356 3144 5
9781 8274 4
2280 8809 5
8610 9285 6
241 869 2
6071 3871 9
6910 3851 2
8356 1091 8
6286 3125 8
2390 3946 2
6153 2217 2
5598 2758 2
3896 9393 6
4339 2939 4
9213 3800 4
2966 8720 9
806 4770 2
6107 9508 10
3347 6112 7
6916 9652 10
4644 5311 8
6840 7390 5
9212 7614 6
2624 1101 8
9384 3805 3
8104 5943 10
7753 5361 3
1340 4843 7
872 1742 2
3330 144 7
6620 3623 6
2614 2548 7
2483 8393 6
1614 5875 1
6064 3679 8
4664 4724 8
5355 4288 6
9456 2564 10
3337 6419 1
9097 4420 1
7377 5239 5
3019 330 10
6070 7008 1
8004 7312 3
275 6325 10
6107 8689 3
4868 7131 1
4190 6133 3
5071 4089 8
2918 9900 7
4663 4830 1
8395 875 6
5782 7786 8
382 9121 5
522 6862 9
281 2137 6
3922 5791 4
2454 4326 1
7551 3530 10
9433 213 4
1589 8841 7
1970 6853 7
8947 4658 7
5211 959 6
3056 2362 6
1575 5639 2
9947 6044 2
1417 7538 5
2187 3155 2
9583 4198 3
6861 8055 8
5865 7909 9
3409 9337 9
2940 5061 10
1887 9086 1
231 9862 1
7290 4800 9
6059 4787 2
441 239 9
9320 6509 3
3800 3140 8
2834 6784 3
1755 164 10
4203 9884 1
1867 7010 5
4268 3870 10
9919 3169 2
6410 165 3
5928 9237 8
7749 8613 10
309 3909 5
1918 231 5
7641 765 7
1485 569 3
2754 3920 9
5561 2542 4
8305 1471 3
5152 9922 8
376 3982 5
1090 2205 6
209 6030 1
4873 8973 6
3360 6144 3
5480 5670 1
1533 2063 6
6477 8069 4
9674 865 1
9771 9117 3
3989 3288 4
7759 4606 3
6377 8753 8
7969 8315 8
7569 4437 7
2920 4006 10
5449 4165 5
465 4199 8
8009 1932 6
3391 6818 6
6778 7273 3
8420 5038 2
6079 6784 8
5463 610 4
7452 6576 2
8978 6710 7
7530 7783 4
8468 2739 9
214 7533 6
3425 6241 9
4232 6181 4
9449 4639 6
7470 4784 10
1645 5855 10
3950 7479 8
9214 246 7
5199 4084 7
2060 8368 1
5376 1418 2
3328 8645 1
85 7994 2
7302 8930 8
7440 6150 9
2675 3218 2
3052 4935 4
335 8904 1
2418 7216 1
6430 9717 4
8077 215 2
1347 7207 5
7010 4703 6
3173 4887 9
3637 2937 10
359 9289 6
9577 1088 6
932 4410 1
4935 1433 4
5149 9732 2
793 2188 1
5896 3047 8
7006 4654 8
1639 8404 9
5564 9143 3
6310 3514 8
7619 5656 10
4038 2543 5
5023 7068 10
7680 2496 10
7715 9593 10
6334 6968 1
2683 4635 5
6275 8130 5
622 2446 2
5588 5822 8
772 7776 6
5732 7145 1
2246 108 3
5557 6894 4
8971 7144 9
9269 8010 4
8241 9717 5
4855 9670 9
9394 7983 10
8061 2622 3
3510 3571 9
3958 5849 6
8602 3076 7
6290 7482 1
4364 1829 7
1970 5025 9
2491 6825 8
1343 2019 9
5854 1425 5
7204 6668 3
6702 6472 8
2017 2753 3
9538 1595 3
7268 1465 2
6081 9785 1
5292 4928 7
882 8483 6
7317 4691 1
1606 8901 1
4414 1834 1
4461 3598 1
3245 603 2
1006 4557 8
1928 9201 5
9306 3942 9
730 4158 10
913 1840 2
3525 398 9
199 9017 8
7171 4012 10
6215 2816 10
7751 141 2
2903 4324 4
9395 1838 5
1310 8481 4
5295 8928 9
8561 2858 7
1696 5231 4
1079 8911 5
9861 8567 3
7386 8908 4
3564 3278 9
9664 2164 1
1379 4730 5
7876 9361 10
1254 9126 1
5101 3352 6
5239 308 3
4331 4966 3
578 8299 8
2908 5172 3
5834 5155 4
8435 1195 7
6246 68 8
6310 5907 3
5757 6586 6
2225 8155 9
1447 6589 6
6422 9843 8
4900 3892 2
1074 5665 4
3209 2358 4
5480 6969 9
1417 6237 8
8620 7990 1
8380 1112 9
89 7150 1
4477 4674 2
6448 9645 1
6460 9699 7
507 5946 1
8148 98 1
2877 8717 2
6928 2975 3
5569 115 2
4839 4230 2
4550 1084 3
7390 6907 8
5256 7619 1
8184 5689 1
8144 6216 7
5490 6416 9
9797 1819 2
9470 9510 6
5344 2422 6
8292 1725 9
5522 4632 8
6820 4348 10
1562 9119 6
3701 4650 1
2339 7820 1
8474 6673 6
7517 5673 3
8301 2469 4
5774 3065 5
6740 939 3
6399 3254 10
3967 3607 7
1116 4445 9
2849 7553 6
8710 9405 1
944 3023 2
5359 4118 9
8242 9082 10
1895 3189 9
5905 2526 6
527 7407 6
4529 9036 1
6937 3573 7
3148 2712 6
1678 6745 7
630 8669 7
6772 210 5
1798 8815 10
2336 539 10
2735 3660 10
5891 8244 1
2843 1533 2
4497 4246 10
86 4530 1
927 8649 2
5581 3312 7
7806 9490 2
3747 2234 1
9544 1642 10
2993 388 3
6430 8234 1
4310 524 4
4983 5006 5
2093 4111 6
1336 1551 8
3982 1898 1
3885 3211 7
677 9986 1
3684 4041 3
2580 6308 7
9877 4600 9
7778 791 9
7767 3970 10
7204 5202 8
4711 7173 1
1757 4211 10
8487 3087 1
3113 8639 7
9320 8920 3
3391 3339 8
6477 5940 3
4839 5599 2
2984 412 10
1100 7995 6
8606 2191 2
2455 8156 7
8643 2654 2
9666 5731 8
9203 1969 9
944 4217 1
1597 8893 3
2846 6278 7
9720 8720 10
9385 1438 2
3706 1904 10
1391 256 1
7454 1875 2
27 1067 10
9162 4042 3
4810 5026 7
5319 3517 1
2198 1752 2
5858 4914 10
4405 3754 1
8037 6103 4
783 4532 4
3596 7068 7
9191 8938 8
1496 8710 3
4258 5153 1
5746 5291 8
6694 6106 3
4039 1474 9
9778 3150 7
4220 7817 8
4903 4107 5
7942 2198 5
981 1863 5
5601 6244 1
757 8109 3
3912 3459 4
7083 8061 9
1032 6270 1
5664 8127 7
3461 7830 4
603 3170 10
3017 3712 1
4236 2730 6
1142 2174 3
9846 153 1
5884 8125 10
6450 2320 5
3857 3090 1
9103 8346 3
6079 9746 6
8035 611 3
2425 3349 1
3693 1982 6
6662 2798 6
9324 434 4
4980 3867 2
6760 2202 7
7008 3546 4
6468 6524 7
22 6637 5
1958 5639 5
6667 9684 4
9594 2858 1
7396 2325 9
9345 4408 10
6961 2644 4
746 6666 6
1254 7648 5
7259 2487 7
2715 2806 10
8110 2500 5
7861 2718 9
1589 8471 9
3397 599 5
7523 6421 1
9873 6401 1
6734 7858 1
3341 4561 3
853 4516 5
7970 9154 9
4112 7383 10
2811 717 8
8650 8684 4
363 2440 3
4510 9257 4
8539 6264 5
9051 8756 2
166 6772 6
7423 3558 2
9854 3700 6
7402 6660 8
5110 7976 9
925 8425 10
9738 9652 3
2966 8309 8
7563 442 9
2598 4504 6
1565 6881 1
908 7372 3
6120 795 2
5288 5192 4
7078 1249 6
4341 401 6
3935 9674 10
6348 7295 6
6223 2332 9
1278 7561 5
7237 6582 1
391 9547 1
4818 5664 5
2906 1397 2
8466 5204 7
1053 2317 2
3696 4965 8
7188 6826 1
2275 9599 3
1706 3230 4
84 6838 6
1409 7435 2
2882 8241 7
7679 5383 1
5352 4010 5
6448 1242 4
7861 1309 8
5177 6035 4
9851 6758 2
4582 5240 7
1379 8866 7
5332 731 10
9346 3669 9
4416 4355 3
89 4682 5
842 4632 2
1126 3408 1
549 2550 9
5245 3252 4
4556 1351 5
2420 7554 8
4338 2529 5
6148 3893 7
3169 3528 1
4040 5633 10
8549 1154 2
2276 3160 4
7915 1213 9
381 3831 3
7289 12 1
1765 1803 5
3741 5237 7
642 1013 3
6131 9859 10
6571 5879 7
1128 3623 9
341 33 9
1410 6292 10
558 1165 8
3618 7214 3
8841 8619 4
1935 4459 1
6552 4453 7
9140 4512 6
7144 4669 4
1995 5182 10
4463 9674 5
9049 6185 8
8560 8145 1
5909 1170 9
6675 87 5
3591 357 7
4532 5675 7
1342 6569 2
8547 5245 5
3518 5778 1
8817 9653 10
4525 4833 3
5202 3376 8
3894 7424 10
2227 9343 3
2338 966 2
6249 9650 6
9200 1973 4
3672 487 1
1398 1113 10
186 2023 6
6886 5020 7
7905 9121 10
6312 2686 7
9433 2955 3
5890 5146 2
7934 215 9
1135 199 7
5677 4819 7
7427 2759 3
9720 9680 5
2115 3153 9
172 2108 8
7240 4327 5
578 8883 5
3047 6567 3
6129 5913 5
5513 5206 2
9848 1462 3
7394 6295 6
8872 2878 7
2072 2843 5
3761 460 2
3216 5067 10
5158 31 4
2348 2596 10
8836 3897 6
5953 6262 10
3999 7195 9
760 1504 10
9942 489 1
7220 8929 7
1188 8114 7
243 7146 4
9327 7429 3
7733 1355 6
7058 2935 4
4870 6937 9
2446 2143 3
409 6434 5
5055 713 1
4886 5051 3
4356 1255 1
7520 6819 5
7991 704 10
3451 2646 3
9580 6959 7
3567 2727 6
4413 1007 3
813 7776 9
8113 7117 5
5408 9580 8
5844 1980 10
1932 4215 1
7192 8110 5
482 8065 5
8686 9589 3
1763 3530 4
224 1366 9
234 4612 6
3187 8256 7
3294 6459 4
4127 9835 8
7365 4797 9
5996 6625 1
4003 4268 1
8707 6484 5
4339 3936 5
9742 8092 8
2396 6768 10
3540 8608 4
4475 2443 1
8492 9370 3
5729 5125 5
8472 1046 10
3087 5112 10
9366 574 1
5602 1939 1
2720 8736 5
9485 6534 5
3059 5207 5
4253 6764 9
7546 8725 8
5363 6801 10
1165 6226 5
4930 2028 1
264 5779 10
2414 3877 1
7279 9309 8
6915 1684 1
613 3968 5
3702 1018 1
7862 5513 2
9644 8040 7
1821 3883 1
525 4527 5
9175 7882 8
3307 6078 3
7645 828 1
7100 4538 10
8204 1412 10
1494 6589 10
2585 4744 6
5865 9318 5
6241 146 7
7851 6464 4
4184 1701 2
2156 2272 6
2766 130 3
618 6797 8
801 4859 6
8092 5596 1
9319 8058 1
174 4507 10
3494 9348 4
5423 5169 3
1769 5056 4
862 2203 4
8639 8667 2
9350 9244 8
8093 1488 1
3460 6864 8
9343 3694 7
710 3382 9
5289 3625 1
5321 9666 9
2258 607 1
3619 3030 3
8155 8181 5
9739 2375 2
4161 1780 7
586 5221 4
1825 6345 3
7133 4764 6
5704 3496 7
8508 8905 5
1187 4464 1
5276 6117 1
1850 5086 7
5772 6202 8
6002 4697 7
8865 6789 7
2100 1629 3
2618 3915 5
2737 2490 7
4736 7766 9
8412 9263 1
1341 5049 10
1447 1444 8
4074 8410 7
2596 5312 3
1848 3456 1
428 5779 6
7771 8674 8
6517 5520 5
8157 9020 1
9711 4371 6
2012 4956 10
1553 5554 2
6218 445 4
776 2409 8
121 2972 2
4694 5877 8
9020 7125 1
5038 3914 3
4312 9625 6
1684 9238 5
5907 6241 9
9254 6402 1
2144 6353 1
9104 4204 4
1890 5437 3
7655 2279 5
4030 3650 8
2934 4895 5
5878 1126 3
4556 6258 8
430 6367 5
3818 8666 5
5477 5367 5
4771 4659 4
1 5648 2
9040 6680 5
959 3701 4
773 3310 9
5737 4338 6
6241 7072 2
2032 7744 6
2522 5861 2
1509 3366 7
9972 7304 8
4439 5113 5
5251 6634 3
7321 6871 6
4846 5122 4
9036 8102 6
9330 130 9
6887 3004 9
4645 8170 6
3479 9197 5
8804 7728 4
9284 902 8
9789 858 5
9414 2307 6
6512 1895 8
1116 1246 2
5488 3805 3
984 666 7
5689 7587 9
7424 8116 4
7884 5403 10
1115 8755 4
9504 9101 10
9621 6932 2
3309 5105 10
2315 2176 4
6265 2027 5
6288 2750 9
9500 1465 7
7402 8517 5
2374 751 2
4701 5419 2
1424 630 6
8029 2924 7
1462 617 2
1950 6934 3
6103 6401 10
8703 2262 5
4857 3804 7
7969 3302 8
2502 5474 9
4078 4784 8
1023 7594 9
6634 6578 7
6285 4915 8
5357 5125 4
1773 149 3
6501 4864 8
6928 4475 10
1729 6886 3
4687 1624 5
8346 8044 6
2658 6229 3
1505 4141 7
2768 3405 6
5111 453 4
2051 8907 6
5255 3895 9
6321 3924 7
3500 8556 6
1688 693 2
3937 2075 4
2509 2607 6
4350 7075 10
1562 6262 7
5270 6886 8
6610 8473 1
8507 2527 9
2921 8334 10
3182 8948 9
7805 3187 9
5984 311 8
3583 9714 10
9924 8614 4
4391 928 4
1089 6886 9
1216 8159 8
8754 9434 8
2560 4647 9
5294 2794 7
2311 7359 10
4529 3105 3
9406 9227 9
1684 224 1
4780 3304 4
9521 3165 5
1835 2369 2
1811 2358 7
6436 7233 5
5123 1956 8
9160 4951 9
3532 9576 5
4070 8054 7
605 5500 2
2786 9533 3
4989 4984 3
1008 414 4
1025 8049 1
5427 3978 8
9108 4089 10
387 320 9
3931 7127 4
8165 6278 4
7200 3172 1
7917 4139 9
8698 9108 4
3861 6957 6
9689 7968 5
2858 3815 5
4114 4500 3
3106 4565 3
2247 1814 1
7935 8651 7
3400 1867 2
1256 9498 9
8383 4837 6
8060 2123 7
4197 604 10
3485 9390 7
7189 9483 5
1711 5683 5
7209 459 10
8162 5281 1
1445 8655 6
3327 3289 9
533 9471 5
563 1729 10
754 5997 2
51 1449 2
6062 2359 8
3719 5857 3
3407 3914 6
7353 4705 8
8358 4117 3
849 6184 2
5241 43 5
8624 3633 10
6024 7479 7
6267 2114 1
4555 3747 1
6225 2614 3
8303 6839 4
653 4157 6
8741 7413 2
6010 2768 7
9652 8130 7
7776 5364 4
4293 5492 10
79 9126 5
8267 3385 6
1043 9383 5
6463 93 7
2660 2969 5
7469 5135 10
2934 1520 5
4507 5068 8
8996 4386 4
5159 9781 1
6867 3884 4
1985 975 9
430 6842 10
3961 4011 10
5529 1960 5
6358 762 6
4206 6658 3
361 751 7
3159 9187 2
7542 6894 5
6101 8448 6
737 5191 9
3108 3016 2
8518 5911 9
3957 1590 3
4999 4215 8
675 5933 9
7378 8409 5
6777 8886 4
1273 6160 2
3045 8967 1
9783 6436 3
8667 1065 7
505 626 7
4175 2866 9
4931 598 7
1793 6869 4
3648 740 9
6523 3114 5
6460 9714 3
7308 8625 5
8500 7185 3
2897 5433 1
5742 3567 7
3273 9642 4
9081 652 4
8910 2922 6
1383 1493 6
1723 6550 8
3930 2061 3
5385 7282 7
3980 1147 7
1609 7928 1
6944 5818 9
